Author,Author-New
john taliaferro,john taliaferro
spinoza,spinoza
k. applegate,k. applegate
petros markaris,petros markaris
sharon kahn,sharon kahn
janet martin,janet martin
tepilit saitoti,tepilit saitoti
cliffs notes,cliffs notes
j. pearce,j. pearce
mary bell,bell
ingo schulze,ingo schulze
gary aldrich,gary aldrich
mick bower,mick bower
mark chartrand,mark chartrand
andrew sturman,andrew sturman
kim won,kim won
bob mcgrath,bob mcgrath
delilah,delilah
max warren,max warren
virginia urrutia,virginia urrutia
art linkletter,art linkletter
annie holden,annie holden
cleanth brooks,cleanth brooks
hugues le tanneur,hugues le tanneur
walter freeman,walter freeman
karen hughes,karen hughes
claire cross,claire cross
jim hancock,jim hancock
henry foote,henry foote
lucius seneca,lucius seneca
ethem yilmaz,ethem yilmaz
yasu-hiko tohsaku,yasu-hiko tohsaku
marguerite krause,marguerite krause
stephen. glazier,stephen. glazier
kazumi yumoto,kazumi yumoto
value rh,value rh
susan strasser,susan strasser
jeff torrington,jeff torrington
harvey bernhard,harvey bernhard
museum & archive of lesbian and gay history,museum & archive of lesbian and gay history
joseph fucilla,joseph fucilla
eric burgess,eric burgess
michael brower,michael brower
sakae kubo,sakae kubo
ian hogg,ian hogg
neil ricklen,neil ricklen
kris dhillon,kris dhillon
earl count,earl count
suzanna walters,suzanna walters
rosemary grace,rosemary grace
dagmar hansen,dagmar hansen
andy baggott,andy baggott
dale cooper,dale cooper
rachel cline,rachel cline
w. watford,w. watford
j. plasencia,j. plasencia
norman lindsay,norman lindsay
katherine applegate,k. applegate
karel eykman,karel eykman
irene elmer,irene elmer
maria flook,maria flook
lars andersson,lars andersson
anita constance,anita constance
darrel bristow-bovey,darrel bristow-bovey
brown brown,lyle brown
jeff johnson,jeff johnson
julia byrne,julia byrne
marilyn duker,marilyn duker
kurt haberstich,kurt haberstich
diane hearn,diane hearn
uwe kreisel,uwe kreisel
anne haven,anne haven
ed wheat,ed wheat
michael andrews,michael andrews
carl dickson,carl dickson
matthew moen,matthew moen
louise hagler,louise hagler
thomas mcguane,thomas mcguane
kevin flynn,kevin flynn
richard peace,richard peace
hargreaves,roger hargreaves
barbara daly,barbara daly
gabrielle fox,gabrielle fox
joan brovins,joan brovins
chad lilly,chad lilly
kathy griffin,kathy griffin
francois baudot,francois baudot
chris achilleos,chris achilleos
john crosby,john crosby
mark gold,mark gold
reiner kunze,reiner kunze
cherry gilchrist,cherry gilchrist
catherine george,catherine george
ethan phillips,ethan phillips
mikki leone,mikki leone
h. harrington,jane harrington
roy castle,roy castle
jacqueline fiedler,jacqueline fiedler
abigail adams,abigail adams
murray suid,murray suid
timothy parker,timothy parker
mary ballweg,mary ballweg
wladimir kaminer,wladimir kaminer
konrad hansen,konrad hansen
diane degroat,diane degroat
doug bierer,doug bierer
boomer esiason,boomer esiason
grace chetwin,grace chetwin
will friedwald,will
donna gorrell,donna gorrell
stephanie rosenbaum,stephanie rosenbaum
nami akimoto,nami akimoto
alyn duxbury,alyn duxbury
chuck davis,chuck davis
anne pierce,anne pierce
rick. setlowe,rick. setlowe
janie house,janie house
martin marger,martin marger
masuji ibuse,masuji ibuse
lynn,lynn johnston
michelle mccolm,michelle mccolm
dennis damp,dennis damp
c. date,c. date
nina alexander,nina alexander
patrick mcgrath,patrick mcgrath
georgia savage,georgia savage
erin keeley,erin keeley
frank press,frank press
gallery of london,gallery of london
barbara max,barbara max
s.j. martin,s.j. martin
rodney ball,rodney hall
bryan cones,bryan cones
stephen kress,stephen kress
john douillard,john douillard
olive schreiner,olive schreiner
russell hart,russell hart
smith wigglesworth,smith wigglesworth
franã§ois gravel,franã§ois gravel
pamela hannan,pamela hannan
jenny hartley,jenny hartley
linda amster,linda amster
matt lehman,matt lehman
joel goldsmith,o. goldsmith
marc bloch,marc bloch
mike lambert,mike lambert
thã?â©odore monod,thã?â©odore monod
don kurz,don kurz
debra elfenbein,debra elfenbein
oswald jacoby,oswald jacoby
fyodor dostoyevsky,fyodor dostoyevsky
archibald,archibald
arty nelson,arty nelson
ruth sonneborn,ruth sonneborn
alexandra wright,alexandra wright
jane butterworth,jane butterworth
nathaniel philbrick,nathaniel philbrick
ludwig winder,ludwig winder
jack raymond,jack raymond
jane miller,jane miller
kenneth neubeck,kenneth neubeck
charlotte white,charlotte white
catherine snodgrass,catherine snodgrass
nicky rea,nicky rea
jeffrey duvall,jeffrey duvall
barbara crafton,barbara crafton
janet privett,janet privett
rainer castor,rainer castor
edwin burtt,edwin burtt
robin st thomas,robin st thomas
deborah nixon,deborah nixon
hojo tsukasa,hojo tsukasa
fred haefele,fred haefele
chris sinclair-stevenson,chris sinclair-stevenson
edward humphrey,edward humphrey
whitney lyles,whitney lyles
russell helm,russell helm
terri gibbs,terri gibbs
stefanie schwethen,stefanie schwethen
dorothy young,dorothy young
dolores klaich,dolores klaich
moya costello,moya costello
quentin falk,quentin falk
alice vachss,alice vachss
manuel komroff,manuel komroff
jack bickham,jack bickham
michelle mcgarry,michelle mcgarry
ron fimrite,ron fimrite
jon white,jon white
l.r. wright,l.r. wright
daniel rolfs,daniel rolfs
umberto eco,umberto eco
judy jones,judy jones
lea singer,lea singer
benson bobrick,benson bobrick
howard reeves,howard reeves
samantha day,samantha day
gary thompson,gary thompson
lone blecher,lone blecher
time-life books,time-life books
meredith bagby,meredith bagby
evelyn atkins,evelyn atkins
roger cohen,roger cohen
richard breitman,richard breitman
ph.d. norris,ph.d. norris
meredith willis,meredith willis
word pub,word pub
melanie sponholz,melanie sponholz
kenneth wooden,kenneth wooden
ann crossley,ann crossley
andrew draffen,andrew draffen
b. griessman,b. griessman
aramis thorn,aramis thorn
mark lane,alane mark
susan corrigan,susan corrigan
joe lee,joe lee
jo noble,jo noble
bo fowler,bo fowler
david heymann,david heymann
stephen gaskin,stephen gaskin
walt brown,brown brown
abraham,marla abraham
michael riordon,michael riordon
walter foster,walter foster
kathryn kuitenbrouwer,kathryn kuitenbrouwer
bernard-henri levy,bernard-henri levy
robert littell,robert littell
timothy drake,timothy drake
lucia capacchione,lucia capacchione
horst ehmke,horst ehmke
john ashburne,john ashburne
suzanne stevens,suzanne stevens
wolfe tom,wolfe tom
thomas dye,thomas dye
jeffrey marks,jeffrey marks
elizabeth mavor,elizabeth mavor
ian cameron,ian cameron
sembene ousmane,sembene ousmane
g. kane,g. kane
hsueh tsao,hsueh tsao
les walker,les walker
theresa dibenedetto,theresa dibenedetto
jewelle gomez,jewelle gomez
antonio albanese,antonio albanese
gordon hinckley,gordon hinckley
ward c.,ward c.
urs richle,urs richle
skye weintraub,skye weintraub
murray spiegel,murray spiegel
denise little,denise little
barbara gowdy,barbara gowdy
carmelino rapisardi,carmelino rapisardi
sylvia couturie,sylvia couturie
duckett,duckett
steven wheeler,steven wheeler
karen murphy,karen murphy
pauli murray,pauli murray
nellie mccaslin,nellie mccaslin
mari matsuda,mari matsuda
james sneddon,james sneddon
r. knudson,r. knudson
elisabeth ogilvie,elisabeth ogilvie
hanna lutzen,hanna lutzen
stefano roffo,stefano roffo
lorelei lanum,lorelei lanum
lea wilde,lea wilde
catherine lewis,catherine lewis
denise topolnicki,denise topolnicki
rita dove,rita dove
joy campbell,joy campbell
earle page,earle page
andrea warren,andrea warren
barbara rias-bucher,barbara rias-bucher
melton mclaurin,melton mclaurin
maggie callanan,maggie callanan
lucy burchett,lucy burchett
susan kuklin,susan kuklin
carol padden,carol padden
patricia roush,patricia roush
penelope neri,penelope neri
g.h. miller,g.h. miller
m. garbarino,m. garbarino
ljiljana baird,ljiljana baird
david thelan,david thelan
nicola hall,nicola hall
j.c. fink,j.c. fink
strom-paikin e.,strom-paikin e.
diana craig,diana craig
margaret rose,margaret rose
carla dijs,carla dijs
meg gardiner,meg gardiner
w.l. ripley,w.l. ripley
charles grant,charles grant
christopher hartpence,christopher hartpence
sarah woodward,sarah woodward
latif yahia,latif yahia
judith stacy,judith stacy
jane sharp,jane sharp
emilio calderã³n,emilio calderã³n
laurel holliday,laurel holliday
bruce trigger,bruce trigger
stephen nelson,stephen nelson
carol schaefer,carol schaefer
janice. kaplan,janice. kaplan
hermann von pã?â¼ckler-muskau,hermann von pã?â¼ckler-muskau
kestutis kasparavicius,kestutis kasparavicius
s.p. somotow,s.p. somotow
joy martin,joy martin
patricia king,patricia king
jeremy atiyah,jeremy atiyah
helen hoffmann,helen hoffmann
paul begg,paul begg
roy young,roy young
arturo strong,arturo strong
julie long,julie long
anne haverty,anne haverty
robert kearney,robert kearney
andrew roberts,andrew roberts
david masumoto,david masumoto
john healy,john healy
margaret yorke,margaret yorke
century hutchinson,century hutchinson
viido polikarpus,viido polikarpus
v. andrews,v. andrews
marjon schaefer,marjon schaefer
loraine burdick,loraine burdick
paul lisicky,paul lisicky
margaret robb,margaret robb
montague summers,montague summers
michael maar,michael maar
anne skalitza,anne skalitza
sign of the times,sign of the times
robert wachter,robert wachter
horik svensson,horik svensson
mabel harmer,mabel harmer
aldo gabrielli,aldo gabrielli
a.e. waite,a.e. waite
candace woessner,candace woessner
melinda luke,melinda luke
joanne suter,joanne suter
elfrida vipont,elfrida vipont
alexander garvin,alexander garvin
gerard sullivan,gerard sullivan
robert munsch,robert munsch
richard yancey,richard yancey
john defelice,john defelice
veronika charles,veronika charles
louise lawrence,louise lawrence
jane greenoff,jane greenoff
ken pyne,ken pyne
richard current,richard current
vogue magazine,vogue magazine
laura antoniou,laura antoniou
jonathan glover,jonathan glover
jason henderson,jason henderson
elizabeth peters,elizabeth peters
notary assoc,notary assoc
jay pasachoff,jay pasachoff
griff jones,griff jones
patricia ward,patricia ward
nadine rosenthal,nadine rosenthal
baxter clare,baxter clare
harriet griffey,harriet griffey
john hoyle,john doyle
robert hunt,robert hunt
francis berthelot,francis berthelot
steve stern,steve stern
francis robinson,francis robinson
julia bradley,julia bradley
barbara klimowicz,barbara klimowicz
james price,james price
monica mcgoldrick,monica mcgoldrick
thomas conklin,thomas conklin
mercedes lackey,mercedes lackey
jones me,jones me
sierra rydell,sierra rydell
anitra sheen,anitra sheen
andrew billings,andrew billings
matt hayes,matt hayes
eileen colwell,eileen colwell
annette baxter,annette baxter
daniel brereton,daniel brereton
bagehot,bagehot
margaret whitmyer,margaret whitmyer
f. kiley,f. kiley
hugh laurie,hugh laurie
a. mann,a. mann
virginia scribner,virginia scribner
frank feather,frank feather
donald senior,donald
jane schneider,jane schneider
arthur mcphee,arthur mcphee
gregory ward,gregory ward
terri jewell,terri jewell
robert carrier,robert carrier
wendy worton,wendy worton
mildred walker,mildred walker
jon iverson,jon iverson
abbie zabar,abbie zabar
productivity international,productivity international
harriet zieffert,harriet zieffert
great foundation,great foundation
evelyn smith,evelyn smith
raãºl tuã±ã³n,raãºl tuã±ã³n
barbara huttman,barbara huttman
drey prescott,drey prescott
sherwood wirt,sherwood wirt
katherine murphy,katherine murphy
torena o'rorke,torena o'rorke
llc holt & company,llc holt & company
lucy. lidell,lucy. lidell
gundula englisch,gundula englisch
jonas ridderstrale,jonas ridderstrale
eido roshi,eido roshi
gayle pearson,gayle pearson
colin jarman,colin jarman
calvin clawson,calvin clawson
helen gilhooly,helen gilhooly
e. gold,e. gold
michelle blake,michelle blake
lester brown,brown brown
marty engle,marty engle
deborah chasman,deborah chasman
jadan grace,jadan grace
john newman,john newman
sanjay sonawani,sanjay sonawani
morag loh,morag loh
e.m. hull,e.m. hull
modern library,modern library
janice kolb,janice kolb
maria lapachet,maria lapachet
rhonda dicksion,rhonda dicksion
ricardo ybarra,ricardo ybarra
richard carey,richard carey
herman de boer,herman de boer
lynda curnyn,lynda curnyn
karen kreps,karen kreps
brian vaughan,brian vaughan
scott peck,scott peck
john harcourt,john harcourt
marilynn reynolds,marilynn reynolds
robert waller,robert waller
braun,braun
morrison,morrison
james morris,james morris
terese ramin,terese ramin
jo maeder,jo maeder
jan thornhill,jan thornhill
gayle greeno,gayle greeno
marlene taylor,marlene taylor
ann thornhill,jan thornhill
larry huntsperger,larry huntsperger
molly wigand,molly wigand
josiane balasko,josiane balasko
catherine arnold,catherine arnold
erik spiekermann,erik spiekermann
rosa parks,rosa parks
max egremont,max egremont
james leary,james leary
tonu onnepalu,tonu onnepalu
matthew reynolds,matthew reynolds
mark lutz,mark lutz
andre dos santos lessa,andre dos santos lessa
barbara carraway,barbara carraway
lynn steen,lynn
daniel magida,daniel magida
marvin kitman,marvin kitman
donna baker,donna baker
susanna de vries-evans,susanna de vries-evans
matthias schmidt,matthias schmidt
ricky friedel,ricky friedel
phyllis agins,phyllis agins
michael swan,michael swan
bernd roeck,bernd roeck
danny sullivan,danny sullivan
tim mackintosh-smith,tim mackintosh-smith
monagle mac,monagle mac
xavier de ventã³s,xavier de ventã³s
annika bernhard,annika bernhard
richard hope,richard hope
midge decter,midge decter
enric elfman,enric elfman
gayatri spivak,gayatri spivak
kate emburg,kate emburg
patricia mcmillan,patricia mcmillan
richard forsythe,richard forsythe
michael guinan,michael guinan
ian serralier,ian serralier
a. monson,a. monson
j. klausnitzer,j. klausnitzer
kate hatfield,kate hatfield
ignacio de pisã³n,ignacio de pison
richie cusick,richie cusick
patricia uterman,patricia uterman
malcolm bosse,malcolm bosse
margaret cundiff,margaret cundiff
mardy grothe,mardy grothe
eric wiggin,eric wiggin
reuben greenberg,reuben greenberg
bridget wood,bridget wood
yoel hoffman,yoel hoffman
marie bernadac,marie bernadac
sheila cudahy,sheila cudahy
barbara else,barbara else
cristina mejias,cristina mejias
zibby oneal,zibby oneal
michael norwood,michael norwood
houghton,houghton
n.v. smith,n.v. smith
john krist,john krist
fritz spiegal,fritz spiegal
jim quillen,jim quillen
fiona walker,fiona walker
don elium,don elium
brandon alexander,brandon alexander
kodansha international,kodansha international
gaby goldsack,gaby goldsack
bradley quinn,bradley quinn
carole marsh,carole marsh
bruce boston,bruce boston
kathie denosky,kathie denosky
nicolas tredell,nicolas tredell
walter kempowski,walter kempowski
elliot tokson,elliot tokson
l. hartley,l. hartley
sandy puckett,sandy puckett
brenna lyons,brenna lyons
simon lake,simon lake
janice dick,janice dick
grif stockley,grif stockley
rob humphreys,rob humphreys
baltasar porcel,baltasar porcel
r.s. yeoman,r.s. yeoman
jeffrey layton,jeffrey layton
better homes & gardens,better homes & gardens
bradley gerstman,bradley gerstman
judith hurdle,judith hurdle
stanley davidson,stanley davidson
bicycling magazines,bicycling magazines
dina anastasio,dina anastasio
willard harley,willard harley
john timpson,john timpson
ellen ladowsky,ellen ladowsky
james hatfield,james hatfield
amye rosengerb,amye rosengerb
guy hart-davis,guy hart-davis
jan bays,jan bays
bernice myers,bernice myers
jennifer lynch,jennifer lynch
aaron davis,aaron davis
roberta silman,roberta silman
mark griffin,mark griffin
